标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
红街天城公寓 2室1厅 5200元,2室1厅,52.59,5200,98.878
采荷东区 3室1厅 7200元,3室1厅,110,7200,65.455
景芳三区 2室1厅 4200元,2室1厅,57,4200,73.684
中国铁建国际花园 3室1厅 3700元,3室1厅,89,3700,41.573
水湘人家西苑 3室0厅 5100元,3室0厅,71,5100,71.831
濮家新村  清爽两房  两室一厅4500价格可谈,2室1厅,51,3900,76.471
业主诚心出租 降价2000 可随时看房,5室2厅,252.66,24000,94.989
红街公寓 2室2厅 5000元,2室2厅,89.1,5000,56.117
火车东站精装小两房干净清爽拎包入住,2室1厅,61.36,4500,73.338
清爽装修，可以合租业主人好拎包入住，有钥匙看房方便,2室2厅,87.37,4600,52.65
近地铁精装公寓，房东诚心出租，价格可谈,1室2厅,41.3,3800,92.01
采荷四季青  一楼带院子阳台 精装修 可放货可居住,3室1厅,61.64,5700,92.472
万科魅力之城 3室2厅 4500元,3室2厅,89,4500,50.562
红街公寓 3室2厅 5700元,3室2厅,89,5700,64.045
金色黎明二期 3室1厅 6000元,3室1厅,91,6000,65.934
宋都时间国际 1室1厅 3300元,1室1厅,40,3300,82.5
香滨湾花园 2室1厅 4500元,2室1厅,90,4500,50.0
采荷路35号 2室1厅 4900元,2室1厅,65.42,4900,74.901
采荷大面积两居室  两房朝南  采光好 户型正气,2室1厅,75,5200,69.333
新上采荷玉荷，近菜场 进出方便   配套齐全  全明户型,2室1厅,59.33,4200,70.79
采荷路35号二房朝南好户型好房子出租,2室1厅,64.83,4500,69.412
好房出租 自住装修 地铁2号线 采中后面,2室1厅,53,4700,88.679
天阳观筑 3室1厅 3600元,3室1厅,89,3600,40.449
