标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
新安嘉苑 2室1厅 4800元,2室1厅,83,4800,57.831
华远大厦 2室1厅 4500元,2室1厅,87.7,4500,51.311
翠苑五区 3室1厅 5300元,3室1厅,80,5300,66.25
温馨实用，简单的一个家，简单的生活,2室1厅,59.89,5000,83.486
望月公寓 3室2厅 5800元,3室2厅,130,5800,44.615
润达花园 2室1厅 4000元,2室1厅,72,4000,55.556
近阿里，大三房出租，来了解一下~,3室1厅,90,7500,83.333
多雨之秋，最美不过我们一起躲雨的屋檐，,2室0厅,45,4500,100.0
金地自在城 3室2厅 5000元,3室2厅,89,5000,56.18
最美的不是下雨天 是曾与你躲过雨的屋檐,2室1厅,60,4300,71.667
精装修2房，房东诚心出租，希望找个有缘租客,2室1厅,55.97,4500,80.4
翠苑三区 2室1厅 3500元,2室1厅,59,3500,59.322
新金都城市花园 4室1厅 7000元,4室1厅,113.92,7000,61.447
虾龙圩地铁口300米西城年华清爽一室！,1室1厅,42.43,3500,82.489
低楼层两房户型，诚招居家客户！,2室1厅,65,4500,69.231
西溪路22-97号 2室1厅 5500元,2室1厅,54.41,5500,101.084
润达花园 2室2厅 4200元,2室2厅,89,4200,47.191
我想给你一个温暖的家 你愿意住进来吗？,3室2厅,96.99,8500,87.638
毛坯房，仓库，办公最适合！！！,3室1厅,105,3500,33.333
翠苑四区 2室1厅 4500元,2室1厅,56,4500,80.357
聚丰公寓 1室1厅 3800元,1室1厅,50,3800,76.0
体育场路557号 1室1厅 3600元,1室1厅,43.12,3600,83.488
新星小区 3室1厅 3500元,3室1厅,67,3500,52.239
嘉南公寓青藤居 2室2厅 5500元,2室2厅,89,5500,61.798
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
风里雨里，黄龙等您，曙光精装两房,2室1厅,54,5300,98.148
翠苑逸景湾 2室1厅 5500元,2室1厅,89,5500,61.798
今日嘉园 1室1厅 4100元,1室1厅,51.4,4100,79.767
龙湖水晶郦城 3室1厅 4500元,3室1厅,89,4500,50.562
在繁华的都市里安一个家 小家却有大温暖,2室1厅,62,3600,58.065
政新花园 3室2厅 5300元,3室2厅,83,5300,63.855
都市阳光嘉苑 2室1厅 2200元,2室1厅,63,2200,34.921
紫金西苑 3室2厅 5000元,3室2厅,121,5000,41.322
紫金西苑 4室2厅 7500元,4室2厅,138,7500,54.348
雨天，晴天，最美的适合你在一起的那天！杭州公馆等你,1室1厅,59.02,6000,101.66
筑品金座 1室1厅 5800元,1室1厅,47,5800,123.404
西荡苑两室出租，中等装修！！！,3室1厅,87.3,5000,57.274
三墩颐景园大户型，户型好的 比较方正 小区配套成熟,3室2厅,126,5600,44.444
翠苑五区精装房拎包入住 ，好房子不贵等你来住,2室2厅,78.41,4600,58.666
金都城市芯宇 2室2厅 7200元,2室2厅,90,7200,80.0
和家园两房拎包入住 黄龙和山万科玉泉好房出租,2室1厅,88.66,4200,47.372
坤和西溪里璞园清爽装修，绿城物业，随时看房拎包入住,2室1厅,86.86,4800,55.261
近阿里巴巴 西溪银泰 简装2房 生活便利,2室2厅,87.22,4600,52.74
坤和西溪里璞园，绿城物业，随时看房，拎包入住,2室1厅,86.56,4600,53.142
坤和西溪里 3室1厅 3800元,3室1厅,86.49,3800,43.936
学院路59号 2室1厅 7000元,2室1厅,64.99,7000,107.709
中天之江诚品 3室2厅 4000元,3室2厅,89,4000,44.944
康乐新村 4室1厅 4500元,4室1厅,70.64,4500,63.703
翠苑东二区，简装大两房，看房方便，随时可以看的！,2室1厅,74.98,4000,53.348
庆丰新村 2室1厅 5000元,2室1厅,69.97,5000,71.459
同人精华 1室1厅 3300元,1室1厅,33,3300,100.0
中旅紫金名门 4室1厅 5800元,4室1厅,141,5800,41.135
政苑小区 3室2厅 5300元,3室2厅,103,5300,51.456
精装三房，坐北朝南，家具家电齐全 小区介绍,3室1厅,89,4500,50.562
金地自在城44方精致温馨小屋，满两年，开发商精装修,1室1厅,44.36,3000,67.628
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
龙湖水晶郦城 5室3厅 9400元,5室3厅,140,9400,67.143
中旅紫金名门 4室1厅 5800元,4室1厅,141,5800,41.135
金地自在城44方精致温馨小屋，满两年，开发商精装修,1室1厅,44.36,3000,67.628
精装三房，坐北朝南，家具家电齐全 小区介绍,3室2厅,89,4500,50.562
都市阳光小两房，价格低不租就没了啊。。。,2室1厅,62,2000,32.258
精装三房，坐北朝南，家具家电齐全 小区介绍,3室1厅,89,4500,50.562
创美华彩国际 4室0厅 5500元,4室0厅,456,5500,12.061
政苑小区 3室2厅 5300元,3室2厅,103,5300,51.456
精装三房，坐北朝南，家具家电齐全 小区介绍,3室1厅,89,4500,50.562
同人精华 1室0厅 3300元,1室0厅,31,3300,106.452
绿城物业 近银泰城 可拎包入住,3室2厅,89,5500,61.798
同人精华大面积办公房   空置精装,1室0厅,53,10000,188.679
雅仕苑 3室2厅 8800元,3室2厅,130,8800,67.692
庆丰新村 2室1厅 5000元,2室1厅,69.97,5000,71.459
耀江文鼎苑 1室1厅 4000元,1室1厅,61,4000,65.574
同人精华 1室1厅 3300元,1室1厅,33,3300,100.0
嘉绿西苑 3室2厅 6800元,3室2厅,102.89,6800,66.09
耀江文鼎苑 2室2厅 6500元,2室2厅,88,6500,73.864
天湖公寓 2室2厅 4900元,2室2厅,83.15,4900,58.93
金地自在城 3室2厅 5500元,3室2厅,89,5500,61.798
桃源春居 2室1厅 3800元,2室1厅,55,3800,69.091
广宇西城美墅 2室1厅 5500元,2室1厅,79,5500,69.62
金成花园 2室2厅 5000元,2室2厅,81,5000,61.728
耀江文欣大厦优质写字楼，房东诚心出租,1室0厅,190.24,15000,78.848
南都银座公寓 3室1厅 8000元,3室1厅,148.77,8000,53.774
兰庭婚房装修大三房，3房8800，位置优越 出行方便,3室2厅,146,8800,60.274
金成花园 2室1厅 3700元,2室1厅,65,3700,56.923
法式建筑 精装修 环境好采光充足 配套齐全 诚心出租,1室1厅,61.42,4800,78.15
银马公寓5房精装，两区间，一家人。,5室2厅,209.16,14000,66.934
华苑公寓 2室1厅 6500元,2室1厅,50.07,6500,129.818
