标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
华元欢乐城 2室1厅 2500元,2室1厅,31.48,2500,79.416
西溪蓝海 4室2厅 5700元,4室2厅,89,5700,64.045
华元蒙卡岸 3室2厅 4500元,3室2厅,117.84,4500,38.187
西溪八方城 2室1厅 4000元,2室1厅,45,4000,88.889
理想世纪金座 1室1厅 3200元,1室1厅,49,3200,65.306
庭院深深 2室1厅 2500元,2室1厅,88.4,2500,28.281
西溪蓝海 2室2厅 3200元,2室2厅,38,3200,84.211
精装修  朝南大飘窗 一室一厅 独门独户 拎包入住,1室1厅,52,3300,63.462
绿城风华苑 1室0厅 1500元,1室0厅,40,1500,37.5
邻西溪欢乐城 好位置好楼层 小区配套齐全生活便捷,3室1厅,125,3600,28.8
东田怡丰城 3室2厅 3800元,3室2厅,96,3800,39.583
和合财富中心 2室1厅 4000元,2室1厅,62,4000,64.516
东厦东港花苑 2室1厅 2100元,2室1厅,80.27,2100,26.162
金岸提香 2室2厅 2600元,2室2厅,89.2,2600,29.148
翡翠城 3室2厅 4500元,3室2厅,148.65,4500,30.272
庭院深深 2室1厅 2300元,2室1厅,88.4,2300,26.018
盛世嘉园 精装三房两卫 诚心出租,3室2厅,117,4500,38.462
西田公馆 2室1厅 4000元,2室1厅,51.32,4000,77.942
滨江万家名城东边套，配套齐全，采光无遮，拎包入住 !,3室2厅,118.96,5200,43.712
通和波士顿公寓 3室1厅 3000元,3室1厅,128,3000,23.438
西溪蓝海 1室1厅 3800元,1室1厅,48,3800,79.167
昆仑华府 4室1厅 4600元,4室1厅,89,4600,51.685
西溪蓝海 3室2厅 4300元,3室2厅,89,4300,48.315
豪波西溪润景 1室1厅 3200元,1室1厅,52,3200,61.538
华枫名苑 4室2厅 4000元,4室2厅,79,4000,50.633
源山雅阁 2室2厅 3200元,2室2厅,108,3200,29.63
未来科技城板块，与梦想小镇为邻，位置好，有车位,3室2厅,89,4500,50.562
亲亲家园三期 4室3厅 6800元,4室3厅,180,6800,37.778
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
万通时尚公馆 3室2厅 4500元,3室2厅,89,4500,50.562
龙湖香醍溪岸 6室2厅 3200元,6室2厅,231.57,3200,13.819
顺达花苑西区 1室1厅 1800元,1室1厅,50,1800,36.0
华元欢乐城 2室1厅 2500元,2室1厅,45,2500,55.556
广厦天都城天星苑 2室2厅 3000元,2室2厅,85.08,3000,35.261
雅居乐国际花园 3室2厅 3000元,3室2厅,89,3000,33.708
欧美金融城 1室1厅 50000元,1室1厅,98.65,50000,506.842
西溪欢乐城边 成熟商圈 自住装修 光线充足,3室2厅,118,4800,40.678
赞成美树 3室2厅 4500元,3室2厅,164.46,4500,27.362
盛世嘉园 精装三房两卫 诚心出租,3室2厅,117,4500,38.462
西田公馆 2室1厅 4000元,2室1厅,51.32,4000,77.942
滨江万家名城东边套，配套齐全，采光无遮，拎包入住 !,3室2厅,118.96,5200,43.712
通和波士顿公寓 3室1厅 3000元,3室1厅,128,3000,23.438
西溪蓝海 1室1厅 3800元,1室1厅,48,3800,79.167
昆仑华府 4室1厅 4600元,4室1厅,89,4600,51.685
西溪蓝海 3室2厅 4300元,3室2厅,89,4300,48.315
豪波西溪润景 1室1厅 3200元,1室1厅,52,3200,61.538
华枫名苑 4室2厅 4000元,4室2厅,79,4000,50.633
源山雅阁 2室2厅 3200元,2室2厅,108,3200,29.63
未来科技城板块，与梦想小镇为邻，位置好，有车位,3室2厅,89,4500,50.562
亲亲家园三期 4室3厅 6800元,4室3厅,180,6800,37.778
金都夏宫 3室2厅 2800元,3室2厅,89,2800,31.461
南北乐章 2室1厅 2500元,2室1厅,75,2500,33.333
中港罗兰小镇 4室2厅 1800元,4室2厅,114,1800,15.789
众安理想湾 3室1厅 2200元,3室1厅,89,2200,24.719
世纪嘉园 3室1厅 3500元,3室1厅,102,3500,34.314
金都夏宫 2室2厅 2300元,2室2厅,83.17,2300,27.654
阿里巴巴精装loft公寓，拎包入住，享受品质生活,2室1厅,73.6,4000,54.348
西溪蓝海 1室1厅 2800元,1室1厅,38,2800,73.684
乔司 乔司南地铁口 君汇上品 精品 价廉 大四房,4室1厅,119.48,5300,44.359
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
广厦天都城天河苑 1室0厅 1600元,1室0厅,26,1600,61.538
闲林山水丹枫苑 1室1厅 2900元,1室1厅,53,2900,54.717
2014年左右交付的小区，万科统一精装交付的，适合居住,3室2厅,88,3800,43.182
欧美金融城 3室2厅 6500元,3室2厅,124,6500,52.419
东厦东港花苑 4室2厅 3000元,4室2厅,152,3000,19.737
华元欢乐城 1室1厅 1900元,1室1厅,35,1900,54.286
海澜半岛 3室1厅 4000元,3室1厅,100,4000,40.0
广厦天都城天漾 2室2厅 2800元,2室2厅,88,2800,31.818
西溪八方城 3室1厅 4300元,3室1厅,43.46,4300,98.942
凯喜雅锦河湾 3室2厅 4300元,3室2厅,102,4300,42.157
万科良渚文化村楼盘，房子诚心出租的,3室2厅,150.04,3000,19.995
赞成香颂一期 3室2厅 3000元,3室2厅,88.88,3000,33.753
邻西溪欢乐城  好位置好楼层  小区配套齐全,3室2厅,127,4500,35.433
梅堰小区 2室1厅 2400元,2室1厅,75,2400,32.0
竹海水韵 5室2厅 5000元,5室2厅,248.8,5000,20.096
星桥桂花城 3室1厅 2000元,3室1厅,89,2000,22.472
邱山小区 2室1厅 2000元,2室1厅,70,2000,28.571
西田公馆 2室1厅 4000元,2室1厅,51.32,4000,77.942
金都夏宫 3室2厅 3000元,3室2厅,89,3000,33.708
美好桂花星座 2室1厅 2500元,2室1厅,63.64,2500,39.283
众安理想湾 2室1厅 2300元,2室1厅,82,2300,28.049
欧美金融城 1室1厅 1440元,1室1厅,35,1440,41.143
东厦东港花苑 2室1厅 2300元,2室1厅,88,2300,26.136
美好桂花星座 2室1厅 2300元,2室1厅,63.9,2300,35.994
未来科技城板块，自住精装，拎包入住,2室1厅,88.11,5200,59.017
西溪华东园 5室2厅 9800元,5室2厅,280,9800,35.0
万宝城 2室1厅 3000元,2室1厅,40,3000,75.0
闲林山水丹枫苑精装三房拎包入住电梯房,3室2厅,138,4000,28.986
闲林山水小三房户型好高楼层电梯房出租,3室1厅,89,3000,33.708
广厦天都城天河苑 2室1厅 2200元,2室1厅,54,2200,40.741
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
梦想小镇旁，咫尺阿里巴巴，精装住宅小区，配套齐全,3室2厅,109.8,5400,49.18
西溪泊岸 2室1厅 4000元,2室1厅,60.1,4000,66.556
八方城装修最用心一套房子！！！！！！！,2室2厅,43.46,4700,108.145
朗诗未来街区 2室1厅 2300元,2室1厅,86,2300,26.744
理想西溪金座 2室2厅 4500元,2室2厅,57,4500,78.947
融创瑷颐湾 3室2厅 4800元,3室2厅,89.53,4800,53.613
金地艺境 3室2厅 3200元,3室2厅,87,3200,36.782
惠都家园 2室2厅 2000元,2室2厅,84,2000,23.81
闲林山水丹枫苑精装一室一厅拎包入住电梯房,1室1厅,56,2700,48.214
金地广场 1室1厅 3000元,1室1厅,44,3000,68.182
青枫墅园 4室2厅 3000元,4室2厅,165,3000,18.182
奥克斯杭州未来中心 3室2厅 4000元,3室2厅,95,4000,42.105
三墩景溪北苑 2室2厅 3400元,2室2厅,61,3400,55.738
万通时尚公馆 3室2厅 5800元,3室2厅,130,5800,44.615
铭雅苑东区 4室1厅 5000元,4室1厅,120,5000,41.667
庭院深深 2室2厅 3200元,2室2厅,89,3200,35.955
雅居乐国际花园 3室2厅 3000元,3室2厅,100.48,3000,29.857
山西园 3室2厅 3000元,3室2厅,100,3000,30.0
碧云阁 1室1厅 1850元,1室1厅,42,1850,44.048
绿城蓝庭东区 2室2厅 3000元,2室2厅,87,3000,34.483
合景瑜翠园 3室2厅 4200元,3室2厅,89,4200,47.191
东海水景城 1室1厅 2300元,1室1厅,48.9,2300,47.035
良景学府 2室1厅 1300元,2室1厅,69,1300,18.841
广厦天都城温莎苑 2室1厅 2800元,2室1厅,136,2800,20.588
绿城蓝庭西区 3室2厅 4500元,3室2厅,122,4500,36.885
瑞金华庭嘉苑 3室1厅 3000元,3室1厅,93,3000,32.258
西溪永乐城 1室2厅 3600元,1室2厅,56,3600,64.286
广厦天都城天漾 2室2厅 1600元,2室2厅,88,1600,18.182
万科北宸之光三期拱宸 2室2厅 5200元,2室2厅,68,5200,76.471
万宝城 2室1厅 2000元,2室1厅,40,2000,50.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
西城时代家园 2室2厅 3600元,2室2厅,89,3600,40.449
莱茵知己 3室2厅 3500元,3室2厅,130,3500,26.923
华元西溪欢乐城 3室1厅 2800元,3室1厅,44.49,2800,62.935
昆仑华府 3室2厅 3400元,3室2厅,89,3400,38.202
华元西溪欢乐城 1室1厅 2800元,1室1厅,48.3,2800,57.971
金成英特学府 3室2厅 1800元,3室2厅,89,1800,20.225
合景叠彩园 3室2厅 9000元,3室2厅,109,9000,82.569
石榴派 2室2厅 3500元,2室2厅,86,3500,40.698
西溪蓝海 1室1厅 2900元,1室1厅,38,2900,76.316
东海闲湖城印象加州 2室2厅 3200元,2室2厅,89,3200,35.955
风雅乐府跃式户型采光无忧，精装配套齐全，拎包入住！,3室2厅,109.1,6900,63.245
西溪蓝海 1室1厅 3500元,1室1厅,46.11,3500,75.905
电梯房，采光好，家电齐全，拎包入住,4室2厅,137,3950,28.832
星雅嘉园逸品苑 4室1厅 3300元,4室1厅,120,3300,27.5
雅居乐国际花园 2室1厅 2000元,2室1厅,81.12,2000,24.655
西城时代家园 6室2厅 5000元,6室2厅,208.39,5000,23.993
华元西溪欢乐城 2室1厅 2600元,2室1厅,51,2600,50.98
翡翠城三期精装小三房随时可看拎包入住,2室2厅,87,4200,48.276
华元欢乐城 2室1厅 2500元,2室1厅,45,2500,55.556
嘉和银领时代 2室2厅 2000元,2室2厅,86.43,2000,23.14
青枫墅园 3室2厅 3300元,3室2厅,89,3300,37.079
西溪蓝海 1室1厅 2800元,1室1厅,38,2800,73.684
广厦天都城天澜 3室2厅 2200元,3室2厅,130,2200,16.923
北湖绿洲花园 4室1厅 2500元,4室1厅,137.07,2500,18.239
欧美金融城 3室2厅 4500元,3室2厅,89,4500,50.562
众安理想湾 3室2厅 2500元,3室2厅,98,2500,25.51
东田擎天半岛 2室1厅 2300元,2室1厅,89,2300,25.843
广厦天都城天水苑 3室2厅 3000元,3室2厅,135,3000,22.222
合景天峻 3室2厅 4500元,3室2厅,91,4500,49.451
华庭嘉苑，89房两房一厅一卫，基本配套齐全，看房方便,2室2厅,89,2500,28.09
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
欧美金融城 3室2厅 4800元,3室2厅,89,4800,53.933
闲林山水紫薇苑 3室2厅 5000元,3室2厅,149,5000,33.557
欧美金融城 2室1厅 4000元,2室1厅,51,4000,78.431
庭院深深 2室2厅 2200元,2室2厅,103.31,2200,21.295
理想西溪金座 3室2厅 4600元,3室2厅,64,4600,71.875
西溪璞园大面积毛坯出租，楼层好，房东诚心出租.,4室2厅,126,2800,22.222
欧美金融城 2室2厅 4000元,2室2厅,47,4000,85.106
金成英特学府 3室2厅 1700元,3室2厅,89,1700,19.101
盛世嘉园 1室1厅 2800元,1室1厅,67.81,2800,41.292
通和十二橡树 2室2厅 2000元,2室2厅,83.02,2000,24.091
广厦天都城天河苑 1室1厅 1700元,1室1厅,40,1700,42.5
广厦天都城天泉苑 3室1厅 2000元,3室1厅,114,2000,17.544
华元西溪欢乐城 2室1厅 3500元,2室1厅,50.81,3500,68.884
浙地人家 4室2厅 5000元,4室2厅,133,5000,37.594
欧美金融城 2室1厅 4200元,2室1厅,54.42,4200,77.178
万通时尚公馆 3室2厅 4700元,3室2厅,89,4700,52.809
昆仑华府 2室1厅 3900元,2室1厅,89,3900,43.82
赞成乐山红叶 3室1厅 3000元,3室1厅,90,3000,33.333
翡翠城 3室2厅 3300元,3室2厅,140,3300,23.571
广厦天都城天泉苑 3室2厅 2500元,3室2厅,130,2500,19.231
佳兆业西溪璞园 5室2厅 5000元,5室2厅,124.73,5000,40.087
精装公寓，咫尺阿里，五常湿地公园旁，享受品质生活,2室1厅,46,3500,76.087
华元西溪欢乐城 2室1厅 4500元,2室1厅,56.55,4500,79.576
西溪蓝海 2室1厅 3300元,2室1厅,37.64,3300,87.673
庭院深深 3室2厅 3500元,3室2厅,135.22,3500,25.884
乐佳国际恒生科技园精装loft公寓出租,2室1厅,42.36,3800,89.707
理想西溪金座 5室1厅 10000元,5室1厅,122,10000,81.967
新时代城市家园 2室2厅 1600元,2室2厅,88.69,1600,18.04
景瑞御华府 3室1厅 3000元,3室1厅,89,3000,33.708
东海闲湖城印象加州 3室2厅 2500元,3室2厅,117,2500,21.368
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
九曲营小区 2室1厅 2000元,2室1厅,80,2000,25.0
美莱国际中心写字楼 2室1厅 3000元,2室1厅,90,3000,33.333
赞成香颂一期 3室2厅 3000元,3室2厅,126,3000,23.81
金箭公寓 3室2厅 4500元,3室2厅,139,4500,32.374
广厦天都城蓝调公寓 2室1厅 2000元,2室1厅,88,2000,22.727
广厦天都城天漾 2室2厅 1600元,2室2厅,88,1600,18.182
爵士风情花园 3室1厅 3600元,3室1厅,122,3600,29.508
雅居乐国际花园 3室2厅 3200元,3室2厅,89,3200,35.955
华元蒙卡岸 4室2厅 4500元,4室2厅,127.26,4500,35.361
欧美金融城 2室1厅 3700元,2室1厅,43,3700,86.047
中港罗兰小镇 2室1厅 2200元,2室1厅,40,2200,55.0
奥克斯杭州未来中心 3室2厅 4000元,3室2厅,95,4000,42.105
佳兆业西溪璞园 3室2厅 4000元,3室2厅,89,4000,44.944
美好桂花金座 3室2厅 2500元,3室2厅,128,2500,19.531
华元西溪欢乐城 2室1厅 3000元,2室1厅,45,3000,66.667
奥克斯杭州未来中心 3室2厅 4500元,3室2厅,94.5,4500,47.619
广厦天都城蓝调公寓 3室2厅 1800元,3室2厅,90,1800,20.0
奥克斯杭州未来中心 3室2厅 5300元,3室2厅,116,5300,45.69
奥克斯杭州未来中心 3室1厅 3900元,3室1厅,96,3900,40.625
西溪蓝海 1室1厅 3400元,1室1厅,38,3400,89.474
翡翠城 3室2厅 4800元,3室2厅,140.28,4800,34.217
海创绿谷 1室1厅 2800元,1室1厅,48.96,2800,57.19
海创绿谷 1室1厅 2500元,1室1厅,30.57,2500,81.78
清合嘉园西区 3室2厅 2000元,3室2厅,130,2000,15.385
庭院深深 3室2厅 3800元,3室2厅,161.5,3800,23.529
奥克斯杭州未来中心 3室2厅 6500元,3室2厅,128.46,6500,50.599
万通时尚公馆 3室2厅 5300元,3室2厅,109,5300,48.624
铭雅苑西区 3室2厅 3600元,3室2厅,98,3600,36.735
西溪八方城 1室1厅 3800元,1室1厅,50,3800,76.0
竹海水韵 3室1厅 3200元,3室1厅,89,3200,35.955
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
金都梧桐苑 7室2厅 18000元,7室2厅,260,18000,69.231
西溪八方城 2室2厅 4200元,2室2厅,52,4200,80.769
华元欢乐城 1室1厅 2200元,1室1厅,32,2200,68.75
西溪蓝海 1室1厅 3600元,1室1厅,46.91,3600,76.743
万通时尚公馆 4室2厅 5300元,4室2厅,109,5300,48.624
顺昌花园 2室2厅 2200元,2室2厅,89,2200,24.719
万通时尚公馆 3室1厅 5600元,3室1厅,120,5600,46.667
西溪蓝海 1室1厅 3000元,1室1厅,38,3000,78.947
翡翠城自住精装两房拎包入住随时可看房,2室2厅,113,4700,41.593
绿城桃源小镇 3室2厅 4000元,3室2厅,91,4000,43.956
荀山花苑 3室1厅 2800元,3室1厅,103,2800,27.184
东厦东港花苑 3室1厅 2300元,3室1厅,90,2300,25.556
盛世嘉园 2室2厅 3000元,2室2厅,85,3000,35.294
万通时尚公馆 3室2厅 5800元,3室2厅,129,5800,44.961
万科溪望 2室2厅 6000元,2室2厅,112,6000,53.571
金成英特学府 3室2厅 2600元,3室2厅,89,2600,29.213
西溪蓝海 2室1厅 3500元,2室1厅,38,3500,92.105
西溪八方城 3室2厅 4500元,3室2厅,89,4500,50.562
西溪八方城 2室2厅 4600元,2室2厅,65,4600,70.769
大华海派风景 4室2厅 6500元,4室2厅,140,6500,46.429
翡翠城 3室1厅 3800元,3室1厅,90,3800,42.222
景瑞御蓝湾 3室2厅 2800元,3室2厅,89,2800,31.461
西溪蓝海 2室2厅 4300元,2室2厅,89,4300,48.315
金都夏宫 2室1厅 2600元,2室1厅,83.12,2600,31.28
钱塘梧桐蓝山 3室1厅 3000元,3室1厅,89,3000,33.708
闲林山水海棠苑 2室2厅 3700元,2室2厅,98.9,3700,37.412
朝南单身公寓。拎包入住房东诚心出租,1室0厅,37.81,2200,58.186
信达柳郡 3室2厅 3000元,3室2厅,89,3000,33.708
万通时尚公馆 3室2厅 4500元,3室2厅,89,4500,50.562
玉都佳苑 2室2厅 2800元,2室2厅,80,2800,35.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
庭院深深 3室2厅 3500元,3室2厅,135.22,3500,25.884
乐佳国际恒生科技园精装loft公寓出租,2室1厅,42.36,3800,89.707
理想西溪金座 5室1厅 10000元,5室1厅,122,10000,81.967
新时代城市家园 2室2厅 1600元,2室2厅,88.69,1600,18.04
景瑞御华府 3室1厅 3000元,3室1厅,89,3000,33.708
东海闲湖城印象加州 3室2厅 2500元,3室2厅,117,2500,21.368
欧美金融城 三室两厅一厨两卫 朝南,3室2厅,123.44,6000,48.607
万通时尚公馆 3室2厅 4000元,3室2厅,89,4000,44.944
爵士风情花园 3室2厅 3500元,3室2厅,124.01,3500,28.224
万通时尚公馆 3室2厅 5000元,3室2厅,89,5000,56.18
广厦天都城天泉苑 3室1厅 3000元,3室1厅,101.66,3000,29.51
广厦天都城天湖苑 4室2厅 3800元,4室2厅,130,3800,29.231
星雅嘉园逸景苑 3室2厅 3000元,3室2厅,105,3000,28.571
广厦天都城天熙公馆 4室2厅 4000元,4室2厅,196,4000,20.408
绿城紫桂公寓 4室2厅 3000元,4室2厅,168,3000,17.857
野风启城 3室2厅 3000元,3室2厅,84.55,3000,35.482
东田擎天半岛 3室2厅 2200元,3室2厅,89.7,2200,24.526
星运丽园兰逸 1室1厅 1900元,1室1厅,56.64,1900,33.545
良景学府 3室2厅 1500元,3室2厅,102,1500,14.706
西溪欢乐城旁，邻近翡翠城，家具家电齐全，拎包入住。,3室2厅,118.27,4500,38.049
润和西溪郡 3室2厅 3200元,3室2厅,86.15,3200,37.145
雅居乐国际花园 2室2厅 2800元,2室2厅,82.3,2800,34.022
精装公寓，咫尺阿里，五常湿地公园旁，享受品质生活,1室1厅,46,3400,73.913
西溪蓝海 2室1厅 4000元,2室1厅,63.05,4000,63.442
雅居乐国际花园 2室2厅 2000元,2室2厅,82,2000,24.39
昆仑华府 3室2厅 3400元,3室2厅,89.36,3400,38.048
雅居乐国际花园 3室2厅 2800元,3室2厅,89,2800,31.461
顺达花苑西区 3室2厅 2400元,3室2厅,120,2400,20.0
万宝城 2室1厅 2200元,2室1厅,35,2200,62.857
汤家锦绣公寓二期 2室2厅 2600元,2室2厅,90,2600,28.889
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
欧美金融城 3室2厅 4500元,3室2厅,90,4500,50.0
万通时尚公馆 3室2厅 5300元,3室2厅,110,5300,48.182
同城印象花苑北区 2室2厅 3800元,2室2厅,74,3800,51.351
广厦天都城天河苑 1室0厅 1500元,1室0厅,30,1500,50.0
新西湖小镇 4室2厅 4500元,4室2厅,136,4500,33.088
信达柳郡 3室2厅 2500元,3室2厅,92,2500,27.174
信达柳郡 3室2厅 2500元,3室2厅,89,2500,28.09
信达柳郡 3室2厅 3000元,3室2厅,88,3000,34.091
理想世纪金座 1室1厅 3000元,1室1厅,49,3000,61.224
桥南新村 3室1厅 2500元,3室1厅,85,2500,29.412
庭院深深 2室2厅 2500元,2室2厅,85.27,2500,29.319
北湖绿洲花园 2室1厅 2000元,2室1厅,70,2000,28.571
庭院深深 2室1厅 3000元,2室1厅,103,3000,29.126
北湖绿洲花园 4室2厅 2500元,4室2厅,140,2500,17.857
欧美金融城 3室2厅 4500元,3室2厅,89,4500,50.562
万通时尚公馆 3室2厅 4300元,3室2厅,89,4300,48.315
奥克斯杭州未来中心 3室1厅 6000元,3室1厅,96,6000,62.5
庭院深深 2室2厅 2500元,2室2厅,88.4,2500,28.281
万通时尚公馆 3室2厅 5000元,3室2厅,110,5000,45.455
恒厚阳光城 3室1厅 2400元,3室1厅,90,2400,26.667
西溪蓝海 2室1厅 3500元,2室1厅,38,3500,92.105
西溪蓝海 2室1厅 3700元,2室1厅,46,3700,80.435
西溪蓝海 2室1厅 3500元,2室1厅,38,3500,92.105
西溪八方城 2室1厅 4300元,2室1厅,45,4300,95.556
石榴派 3室2厅 3000元,3室2厅,102,3000,29.412
西溪蓝海 3室2厅 4600元,3室2厅,89,4600,51.685
昆仑华府 3室2厅 3300元,3室2厅,89.91,3300,36.703
北秀蓝湾花苑 5室2厅 3800元,5室2厅,180,3800,21.111
东田怡丰城 2室2厅 3600元,2室2厅,83,3600,43.373
富力十号一期 1室1厅 4600元,1室1厅,44.6,4600,103.139
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
昆仑华府 3室2厅 3900元,3室2厅,89,3900,43.82
可和租，办公，房子是简单装修的，办公是最合适的哦,4室2厅,158,4700,29.747
东厦东港花苑 4室1厅 2000元,4室1厅,152,2000,13.158
大三房 南北通透 采光好 随时可看,3室2厅,112.05,3500,31.236
未来科技城板块，一公里内欢乐城，两公里内印象城,3室2厅,167,6500,38.922
岸上蓝山 3室1厅 3000元,3室1厅,120,3000,25.0
合景天峻 3室2厅 4000元,3室2厅,109,4000,36.697
闲林山水沿河三自住装修拎包入住，楼层，采光，视野好,3室2厅,89,3300,37.079
紫竹人家 3室2厅 3800元,3室2厅,109,3800,34.862
经纬美耀湾 4室2厅 5000元,4室2厅,190,5000,26.316
瑞金华庭嘉苑 3室2厅 1800元,3室2厅,92.84,1800,19.388
星桥桂花城 3室2厅 2500元,3室2厅,132.16,2500,18.916
爵士风情花园 2室2厅 2800元,2室2厅,85,2800,32.941
东田擎天半岛 3室2厅 1800元,3室2厅,89,1800,20.225
新西湖小镇 3室1厅 3000元,3室1厅,92,3000,32.609
华元西溪欢乐城 3室1厅 3700元,3室1厅,58,3700,63.793
欧美金融城 3室2厅 4500元,3室2厅,89,4500,50.562
东田擎天半岛 3室2厅 2300元,3室2厅,89,2300,25.843
星运丽园 1室1厅 1800元,1室1厅,50.64,1800,35.545
西溪蓝海 1室1厅 2700元,1室1厅,37,2700,72.973
华元欢乐城 1室1厅 2500元,1室1厅,45,2500,55.556
欧美金融城 3室2厅 4500元,3室2厅,89,4500,50.562
润和西溪郡 2室1厅 2800元,2室1厅,74,2800,37.838
未来科技城阿里，单身公寓，紧靠欢乐城，生活便捷。,3室1厅,44.33,2600,58.651
野风启城 3室2厅 2300元,3室2厅,87.91,2300,26.163
仁惠家园 3室2厅 3000元,3室2厅,92,3000,32.609
西溪蓝海 2室1厅 4000元,2室1厅,60,4000,66.667
庭院深深 2室2厅 2600元,2室2厅,89,2600,29.213
阿里巴巴亲橙里0距离 精装2房 诚心出租！随时看房！,2室2厅,87,5700,65.517
金帝海珀二期 3室1厅 2300元,3室1厅,96,2300,23.958
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
良渚文化村探梅里B 2室2厅 4000元,2室2厅,89,4000,44.944
广厦天都城天风苑 3室2厅 2800元,3室2厅,124,2800,22.581
福临花苑 3室2厅 2500元,3室2厅,105,2500,23.81
福临花苑 2室2厅 2300元,2室2厅,89,2300,25.843
雅居乐国际花园 1室1厅 1400元,1室1厅,15,1400,93.333
新明半岛 3室2厅 3100元,3室2厅,130,3100,23.846
翡翠城景观房，中等装修，家具家电齐全中间层纯西边套,4室2厅,180,5800,32.222
顺达花苑东区 3室2厅 32000元,3室2厅,120,32000,266.667
华元西溪欢乐城 1室1厅 3000元,1室1厅,45,3000,66.667
广厦天都城天漾 2室2厅 1800元,2室2厅,88,1800,20.455
华元西溪欢乐城 1室1厅 2000元,1室1厅,40,2000,50.0
海联云客里 1室1厅 1800元,1室1厅,38,1800,47.368
协安蓝郡 3室2厅 4000元,3室2厅,89,4000,44.944
金地广场 2室1厅 4000元,2室1厅,45,4000,88.889
盛世嘉园 3室2厅 4000元,3室2厅,126.49,4000,31.623
东晖龙悦湾 3室2厅 1850元,3室2厅,137.7,1850,13.435
广厦天都城天漾 2室1厅 2000元,2室1厅,88,2000,22.727
富力西溪悦居溪区 3室2厅 6500元,3室2厅,89,6500,73.034
欧美金融城 3室2厅 4800元,3室2厅,109,4800,44.037
西溪永乐城 1室1厅 3500元,1室1厅,58.09,3500,60.251
融创金成西溪海 3室2厅 2600元,3室2厅,89,2600,29.213
西溪八方城 2室1厅 4300元,2室1厅,52.08,4300,82.565
欧美金融城 3室1厅 4500元,3室1厅,98.49,4500,45.69
广厦天都城天漾 2室1厅 2000元,2室1厅,88,2000,22.727
绿城桃源小镇 2室2厅 3000元,2室2厅,90,3000,33.333
华元西溪欢乐城 2室1厅 3500元,2室1厅,51,3500,68.627
湖山帝景湾南苑 3室2厅 2500元,3室2厅,89,2500,28.09
昆仑华府 3室2厅 3600元,3室2厅,88,3600,40.909
绿城紫桂公寓 2室2厅 2400元,2室2厅,80,2400,30.0
融创金成西溪海 3室2厅 3000元,3室2厅,89,3000,33.708
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
良渚花苑新村 3室1厅 3000元,3室1厅,90,3000,33.333
昆仑华府 3室2厅 2500元,3室2厅,118,2500,21.186
欧美金融城 3室2厅 4800元,3室2厅,89,4800,53.933
欧美金融城 2室1厅 4500元,2室1厅,54,4500,83.333
星运丽园兰逸 4室1厅 3500元,4室1厅,202,3500,17.327
华元西溪欢乐城 3室1厅 3300元,3室1厅,45,3300,73.333
新城峯璟 4室2厅 15000元,4室2厅,156,15000,96.154
昆仑华府 3室2厅 3600元,3室2厅,89,3600,40.449
精装带地暖 中 央空调 品牌家具家电  业主精心配置,1室0厅,69,3800,55.072
雅居乐国际花园 4室2厅 2300元,4室2厅,117,2300,19.658
保亿丽景山精装修，三房两厅，可单租可整租，价格可谈,3室1厅,88.96,3500,39.344
凤惠家园 2室1厅 2500元,2室1厅,95,2500,26.316
保亿风景晨园 3室1厅 3600元,3室1厅,89,3600,40.449
华元西溪欢乐城 3室1厅 3500元,3室1厅,50.81,3500,68.884
西城时代家园 3室2厅 3300元,3室2厅,89,3300,37.079
同城印象花苑北区 3室2厅 3100元,3室2厅,82,3100,37.805
金成英特学府 3室2厅 2800元,3室2厅,89.52,2800,31.278
西溪蓝海 1室1厅 2900元,1室1厅,38,2900,76.316
兰惠家园 2室2厅 3200元,2室2厅,98,3200,32.653
顺达花苑西区 2室1厅 2200元,2室1厅,80,2200,27.5
西溪泊岸 1室1厅 3200元,1室1厅,46,3200,69.565
西溪蓝海 3室2厅 4500元,3室2厅,89,4500,50.562
华元西溪欢乐城 2室1厅 3800元,2室1厅,54,3800,70.37
新城峯璟 3室2厅 9000元,3室2厅,116,9000,77.586
东厦东港花苑 2室1厅 1400元,2室1厅,80,1400,17.5
西城时代家园 4室2厅 4200元,4室2厅,140,4200,30.0
赞成檀府 2室1厅 1800元,2室1厅,91,1800,19.78
凤凰家园，精装修，四房两厅两卫一厨，配套设施齐全，,4室2厅,127,3500,27.559
良渚文化村春漫里 1室1厅 2700元,1室1厅,68,2700,39.706
顺达花苑东区 2室2厅 2000元,2室2厅,80,2000,25.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
